q frequency err
0.02631578947368421 0.0 0.0
0.07894736842105263 0.02119003208232688 0.012249831191268813
0.13157894736842105 0.17302698838223968 0.06598146999827785
0.18421052631578946 0.5327380085276517 0.1374825263888578
0.23684210526315788 1.3519308173105566 0.3160984726857447
0.2894736842105263 1.3863317634017327 0.3628083347271488
0.3421052631578947 1.6460844985628198 0.48332365869003246
0.39473684210526316 0.9113103447305182 0.22793860792845594
0.4473684210526315 2.4483213190175426 0.7929427578510494
0.5 1.246207894049861 0.3093722282674963
0.5526315789473684 1.2576373198096886 0.24721026620588363
0.6052631578947368 0.7966223416456615 0.15136174270390582
0.6578947368421052 0.8473863370493593 0.1435310370694106
0.7105263157894737 0.9400950640362568 0.19925344740187192
0.763157894736842 0.8531558898447349 0.21434107459569882
0.8157894736842105 0.9068163914264185 0.1705355452708445
0.8684210526315789 1.168270892581991 0.2604840427652743
0.9210526315789473 0.9239104994426788 0.3025978960795128
0.9736842105263157 1.5889635980978558 0.7829317223673647
