mag f_disk err
-17.5 0.872144205917756 0.03899454338005671
-18.5 0.878850086039067 0.012351168462819176
-19.5 0.6710726555314294 0.012504944315920665
-20.5 0.47141526265910455 0.006608481922596713
-21.5 0.3106098950272678 0.004739953941289211
-22.5 0.22876255910239804 0.013158471377137769
