q frequency err
0.02631578947368421 3.702469036162857e-05 3.784353316337296e-05
0.07894736842105263 0.0007267665145689416 0.0005592435209159714
0.13157894736842105 0.04213297302859611 0.014598291162468318
0.18421052631578946 0.1160621417159767 0.011881146217763056
0.23684210526315788 0.3463016218980192 0.02719479765384735
0.2894736842105263 0.5787389333747724 0.06859059677714799
0.3421052631578947 0.7325970529012316 0.04355621875484106
0.39473684210526316 0.8546115176190917 0.037000190216618926
0.4473684210526315 1.0261921605558515 0.044931218832544674
0.5 1.1719974326302585 0.04702505362717596
0.5526315789473684 1.3921990540959328 0.054689701209143085
0.6052631578947368 1.4741067252392537 0.04534569737699332
0.6578947368421052 1.824589563952689 0.11869444297785212
0.7105263157894737 1.803933806646235 0.08911174748143628
0.763157894736842 1.7506972934077236 0.04765391409226759
0.8157894736842105 1.7712611504244762 0.05505105624928225
0.8684210526315789 1.6291892469414688 0.04416729710673167
0.9210526315789473 1.4188832027678613 0.047934510628473245
0.9736842105263157 1.0657423315956231 0.09043528927275192
