q frequency err
0.02631578947368421 0.0 0.0
0.07894736842105263 0.002426373528230923 0.002380509670448416
0.13157894736842105 0.0 0.0
0.18421052631578946 0.004010274208374432 0.0028375014718559958
0.23684210526315788 0.01116479502679631 0.005190052330514108
0.2894736842105263 0.02084313223608445 0.004661848686536155
0.3421052631578947 0.0662160444452252 0.010508796678081541
0.39473684210526316 0.12917031478769964 0.018709598918187655
0.4473684210526315 0.5531212509659927 0.13860574611296023
0.5 0.6051533473204919 0.043831746184865586
0.5526315789473684 1.14518183585545 0.06877408169691623
0.6052631578947368 1.8151186484441175 0.1409082072022035
0.6578947368421052 2.0712785646681633 0.09053693663664128
0.7105263157894737 2.4153904090666334 0.12450937977692186
0.763157894736842 2.5633188224943453 0.10444386272113582
0.8157894736842105 2.514265208963122 0.12381852131874597
0.8684210526315789 2.516591075664071 0.23322071319202756
0.9210526315789473 1.5890927279993838 0.08579521308712185
0.9736842105263157 0.9776571743258683 0.13611167916203276
